product_name,category,price,date_sold,discount,quantity
Pita Bread,Bakery,153.72,2025-02-09,0.12,13
Red Bull,Beverages,203.53,2025-04-10,0.37,9
Mop,Home Essentials,291.57,2025-04-09,0.06,2
Mop,Home Essentials,196.92,2025-07-09,0.09,12
Air Freshener,Home Essentials,107.69,2025-06-30,0.21,7
Aluminium Foil,Home Essentials,179.97,2025-05-21,0.24,12
Pita Bread,Bakery,67.46,2025-05-12,0.19,8
Prawns,Meat & Seafood,189.4,2025-06-30,0.04,8
Beef Mince,Meat & Seafood,52.8,2025-04-29,0.18,5
Chocolate Cake,Bakery,186.57,2025-03-10,0.25,4
Lamb Chops,Meat & Seafood,12.0,2025-03-29,0.24,7
Pita Bread,Bakery,212.53,2025-02-21,0.36,5
Chocolate Cake,Bakery,82.39,2025-03-14,0.25,2
Pita Bread,Bakery,191.45,2025-06-12,0.03,6
Detergent,Home Essentials,177.35,2025-07-03,0.02,12
Mop,Home Essentials,265.99,2025-05-03,0.39,13
Croissant,Bakery,158.8,2025-06-03,0.08,13
Air Freshener,Home Essentials,109.5,2025-06-02,0.34,8
Beef Mince,Meat & Seafood,232.9,2025-05-17,0.07,15
Lamb Chops,Meat & Seafood,31.94,2025-07-03,0.38,14
Air Freshener,Home Essentials,42.75,2025-07-19,0.21,9
Bananas,Fresh Produce,41.02,2025-02-27,0.04,13
Pepsi Can,Beverages,233.1,2025-03-04,0.31,15
Mop,Home Essentials,40.81,2025-07-21,0.25,2
Red Bull,Beverages,297.18,2025-03-05,0.09,6
Mop,Home Essentials,203.13,2025-01-28,0.31,12
Chocolate Cake,Bakery,30.48,2025-07-05,0.14,8
White Bread,Bakery,84.79,2025-04-12,0.15,13
Pepsi Can,Beverages,104.86,2025-03-15,0.15,11
Green Tea,Beverages,251.67,2025-05-10,0.35,3
Tissue Box,Home Essentials,211.99,2025-02-09,0.03,10
Orange Juice,Beverages,67.07,2025-03-20,0.09,9
Carrots,Fresh Produce,234.3,2025-06-18,0.15,15
Lamb Chops,Meat & Seafood,9.92,2025-02-16,0.21,6
French Fries,Frozen Foods,134.75,2025-05-12,0.18,14
Beef Mince,Meat & Seafood,116.76,2025-01-25,0.29,14
Beef Mince,Meat & Seafood,139.77,2025-07-06,0.16,1
Chocolate Cake,Bakery,209.83,2025-06-11,0.19,2
Orange Juice,Beverages,266.56,2025-03-30,0.37,15
Ice Cream Tub,Frozen Foods,18.3,2025-05-05,0.09,15
Donuts,Bakery,98.57,2025-03-03,0.17,13
Ice Cream Tub,Frozen Foods,179.34,2025-06-07,0.38,9
Pita Bread,Bakery,207.24,2025-04-04,0.23,12
Frozen Pizza,Frozen Foods,121.08,2025-03-01,0.03,9
Ice Cream Tub,Frozen Foods,134.57,2025-03-12,0.33,1
Salmon Fillet,Meat & Seafood,74.75,2025-03-03,0.01,2
Red Bull,Beverages,260.0,2025-03-31,0.19,5
Apples,Fresh Produce,98.39,2025-05-17,0.06,6
Air Freshener,Home Essentials,219.66,2025-02-06,0.16,13
Coca-Cola Bottle,Beverages,100.4,2025-03-12,0.16,10
Mop,Home Essentials,47.96,2025-04-30,0.18,3
Mop,Home Essentials,95.06,2025-03-12,0.25,6
Orange Juice,Beverages,183.89,2025-05-22,0.23,7
Pepsi Can,Beverages,67.46,2025-07-17,0.36,12
Aluminium Foil,Home Essentials,12.39,2025-06-13,0.1,9
Frozen Pizza,Frozen Foods,182.3,2025-04-16,0.25,8
Bananas,Fresh Produce,183.1,2025-02-06,0.12,8
Apples,Fresh Produce,64.47,2025-05-03,0.13,4
Mixed Vegetables,Frozen Foods,7.02,2025-03-09,0.0,10
Croissant,Bakery,142.94,2025-03-05,0.23,2
Chicken Nuggets,Frozen Foods,145.26,2025-05-30,0.23,9
Red Bull,Beverages,274.58,2025-02-20,0.17,3
Apples,Fresh Produce,111.96,2025-04-21,0.08,6
Beef Mince,Meat & Seafood,93.87,2025-05-14,0.28,3
Croissant,Bakery,125.44,2025-05-12,0.05,7
Lamb Chops,Meat & Seafood,100.33,2025-04-07,0.33,7
French Fries,Frozen Foods,265.75,2025-05-10,0.1,11
Aluminium Foil,Home Essentials,155.89,2025-06-10,0.34,11
Carrots,Fresh Produce,30.74,2025-04-16,0.06,2
Coca-Cola Bottle,Beverages,203.47,2025-06-30,0.13,8
Beef Mince,Meat & Seafood,254.61,2025-05-07,0.32,1
Chicken Nuggets,Frozen Foods,161.19,2025-06-03,0.15,13
Air Freshener,Home Essentials,209.11,2025-06-02,0.11,13
Tissue Box,Home Essentials,203.99,2025-06-08,0.26,1
Detergent,Home Essentials,290.13,2025-04-15,0.2,2
Bananas,Fresh Produce,59.71,2025-03-16,0.37,9
Chicken Nuggets,Frozen Foods,125.55,2025-04-06,0.23,7
Prawns,Meat & Seafood,276.25,2025-04-16,0.07,14
Ice Cream Tub,Frozen Foods,116.38,2025-03-31,0.26,5
Orange Juice,Beverages,208.95,2025-05-03,0.36,6
Chicken Breast,Meat & Seafood,106.83,2025-06-29,0.23,11
Donuts,Bakery,30.08,2025-06-17,0.03,12
Pita Bread,Bakery,132.75,2025-07-15,0.13,12
Donuts,Bakery,174.79,2025-02-27,0.08,5
Orange Juice,Beverages,102.73,2025-04-03,0.08,7
Detergent,Home Essentials,294.44,2025-03-08,0.07,8
Croissant,Bakery,203.44,2025-06-25,0.29,10
Beef Mince,Meat & Seafood,181.75,2025-06-05,0.36,10
White Bread,Bakery,192.26,2025-04-19,0.16,9
Coca-Cola Bottle,Beverages,249.54,2025-06-21,0.2,3
Mop,Home Essentials,93.49,2025-06-13,0.35,7
Bananas,Fresh Produce,119.04,2025-06-29,0.3,13
Aluminium Foil,Home Essentials,266.69,2025-04-02,0.33,9
Chicken Breast,Meat & Seafood,265.59,2025-07-18,0.17,11
Cucumbers,Fresh Produce,252.87,2025-03-28,0.34,7
Detergent,Home Essentials,193.89,2025-07-01,0.13,13
Donuts,Bakery,199.09,2025-06-26,0.06,5
Mixed Vegetables,Frozen Foods,173.07,2025-02-18,0.13,4
Donuts,Bakery,21.6,2025-04-03,0.34,5
Prawns,Meat & Seafood,114.87,2025-04-17,0.08,8
Aluminium Foil,Home Essentials,8.04,2025-01-25,0.27,8
Detergent,Home Essentials,38.22,2025-04-02,0.18,6
Chicken Breast,Meat & Seafood,191.19,2025-05-20,0.07,9
Red Bull,Beverages,26.09,2025-04-16,0.08,9
Green Tea,Beverages,204.14,2025-02-15,0.21,1
Orange Juice,Beverages,128.21,2025-05-12,0.1,3
Carrots,Fresh Produce,21.19,2025-01-24,0.01,11
Apples,Fresh Produce,85.23,2025-03-06,0.13,12
Apples,Fresh Produce,129.68,2025-07-01,0.05,13
Tomatoes,Fresh Produce,96.7,2025-07-22,0.17,10
Donuts,Bakery,23.88,2025-06-25,0.38,9
Chocolate Cake,Bakery,132.9,2025-02-09,0.26,5
Ice Cream Tub,Frozen Foods,66.41,2025-02-11,0.29,15
White Bread,Bakery,265.15,2025-06-02,0.14,4
Frozen Pizza,Frozen Foods,290.54,2025-04-05,0.11,8
French Fries,Frozen Foods,183.25,2025-02-25,0.22,5
Bananas,Fresh Produce,84.77,2025-06-26,0.02,15
Aluminium Foil,Home Essentials,283.29,2025-04-26,0.36,7
Aluminium Foil,Home Essentials,220.19,2025-03-25,0.08,12
Chicken Nuggets,Frozen Foods,173.73,2025-03-13,0.06,14
Aluminium Foil,Home Essentials,144.87,2025-02-16,0.08,12
Beef Mince,Meat & Seafood,36.78,2025-02-12,0.08,9
Chicken Nuggets,Frozen Foods,10.83,2025-03-31,0.17,10
Donuts,Bakery,176.54,2025-05-23,0.19,8
Apples,Fresh Produce,137.4,2025-04-05,0.29,13
Chicken Breast,Meat & Seafood,274.43,2025-03-29,0.09,3
Orange Juice,Beverages,220.48,2025-04-12,0.22,8
Cucumbers,Fresh Produce,57.03,2025-02-17,0.02,1
Orange Juice,Beverages,248.19,2025-03-19,0.37,10
Prawns,Meat & Seafood,162.49,2025-06-24,0.16,13
Chicken Breast,Meat & Seafood,160.85,2025-05-12,0.13,5
Prawns,Meat & Seafood,88.18,2025-05-25,0.09,1
Chicken Nuggets,Frozen Foods,41.69,2025-06-12,0.1,11
Chicken Breast,Meat & Seafood,19.78,2025-05-10,0.26,11
Apples,Fresh Produce,118.89,2025-03-07,0.34,8
Tissue Box,Home Essentials,145.67,2025-02-27,0.2,15
Chocolate Cake,Bakery,206.68,2025-04-01,0.27,8
Ice Cream Tub,Frozen Foods,260.54,2025-05-02,0.28,2
Pepsi Can,Beverages,104.07,2025-05-12,0.38,15
Mop,Home Essentials,230.69,2025-04-10,0.36,8
Tomatoes,Fresh Produce,89.52,2025-06-27,0.18,5
Orange Juice,Beverages,70.71,2025-06-04,0.22,9
Mixed Vegetables,Frozen Foods,165.28,2025-03-26,0.3,7
Cucumbers,Fresh Produce,162.29,2025-02-12,0.26,1
Salmon Fillet,Meat & Seafood,294.3,2025-04-24,0.16,11
Chocolate Cake,Bakery,195.24,2025-06-26,0.3,14
Chocolate Cake,Bakery,11.63,2025-07-15,0.2,6
Mixed Vegetables,Frozen Foods,117.41,2025-05-01,0.19,4
Coca-Cola Bottle,Beverages,93.26,2025-07-05,0.29,11
Tomatoes,Fresh Produce,93.33,2025-02-23,0.05,12
Chicken Breast,Meat & Seafood,235.46,2025-02-03,0.39,8
Beef Mince,Meat & Seafood,203.82,2025-06-30,0.21,15
Bananas,Fresh Produce,9.76,2025-02-23,0.28,7
Chicken Breast,Meat & Seafood,188.52,2025-07-23,0.17,5
Prawns,Meat & Seafood,125.71,2025-05-28,0.18,7
Ice Cream Tub,Frozen Foods,211.4,2025-04-14,0.19,11
Prawns,Meat & Seafood,97.82,2025-07-02,0.3,15
Beef Mince,Meat & Seafood,139.78,2025-06-26,0.25,13
Mop,Home Essentials,92.92,2025-04-16,0.24,4
Chicken Breast,Meat & Seafood,71.79,2025-03-06,0.07,7
Mixed Vegetables,Frozen Foods,255.02,2025-04-05,0.38,11
Croissant,Bakery,146.37,2025-05-22,0.16,9
Pita Bread,Bakery,165.37,2025-04-14,0.26,9
Prawns,Meat & Seafood,73.0,2025-02-14,0.06,5
Croissant,Bakery,171.9,2025-05-28,0.13,6
Bananas,Fresh Produce,95.17,2025-05-24,0.17,4
Red Bull,Beverages,76.35,2025-06-28,0.08,15
Ice Cream Tub,Frozen Foods,297.37,2025-03-13,0.13,3
Prawns,Meat & Seafood,284.37,2025-07-20,0.31,6
Carrots,Fresh Produce,296.87,2025-07-09,0.36,12
Tomatoes,Fresh Produce,202.75,2025-05-02,0.02,1
White Bread,Bakery,241.13,2025-06-30,0.07,6
Salmon Fillet,Meat & Seafood,63.94,2025-05-04,0.38,6
Air Freshener,Home Essentials,152.01,2025-06-09,0.05,14
Apples,Fresh Produce,48.47,2025-04-24,0.28,3
Croissant,Bakery,11.34,2025-07-01,0.34,14
Orange Juice,Beverages,294.4,2025-04-01,0.16,7
Lamb Chops,Meat & Seafood,89.84,2025-03-19,0.06,6
Carrots,Fresh Produce,213.79,2025-03-09,0.39,3
Chicken Breast,Meat & Seafood,71.45,2025-05-24,0.12,13
Detergent,Home Essentials,55.28,2025-05-13,0.28,13
Mop,Home Essentials,85.81,2025-03-14,0.3,11
Prawns,Meat & Seafood,54.43,2025-01-31,0.13,12
Carrots,Fresh Produce,57.57,2025-05-25,0.13,4
Aluminium Foil,Home Essentials,62.82,2025-06-07,0.25,2
Detergent,Home Essentials,83.9,2025-06-27,0.27,10
Tomatoes,Fresh Produce,169.59,2025-06-15,0.06,5
Coca-Cola Bottle,Beverages,180.89,2025-07-17,0.3,9
Chocolate Cake,Bakery,223.48,2025-03-24,0.36,13
Coca-Cola Bottle,Beverages,93.12,2025-07-16,0.04,11
Aluminium Foil,Home Essentials,56.62,2025-01-27,0.36,13
Orange Juice,Beverages,31.41,2025-05-19,0.14,1
Salmon Fillet,Meat & Seafood,165.2,2025-06-28,0.15,10
Green Tea,Beverages,217.09,2025-03-14,0.4,1
Detergent,Home Essentials,207.97,2025-07-12,0.07,6
Detergent,Home Essentials,143.87,2025-06-30,0.27,10
Chicken Nuggets,Frozen Foods,151.83,2025-03-29,0.11,14
Chicken Nuggets,Frozen Foods,7.22,2025-03-30,0.13,6
Frozen Pizza,Frozen Foods,51.01,2025-01-27,0.21,5
Detergent,Home Essentials,53.54,2025-04-02,0.34,4
Mixed Vegetables,Frozen Foods,208.42,2025-04-18,0.07,4
Lamb Chops,Meat & Seafood,187.3,2025-02-15,0.32,7
Tomatoes,Fresh Produce,100.36,2025-04-05,0.23,10
Aluminium Foil,Home Essentials,182.57,2025-06-24,0.2,6
Tomatoes,Fresh Produce,67.18,2025-04-04,0.14,6
Pita Bread,Bakery,29.65,2025-04-11,0.2,3
Lamb Chops,Meat & Seafood,262.16,2025-03-22,0.04,4
Red Bull,Beverages,45.12,2025-04-28,0.2,13
Donuts,Bakery,88.26,2025-02-18,0.29,2
Tissue Box,Home Essentials,169.21,2025-03-23,0.22,14
Ice Cream Tub,Frozen Foods,182.62,2025-02-03,0.26,3
Carrots,Fresh Produce,173.64,2025-01-28,0.31,3
Tomatoes,Fresh Produce,296.68,2025-05-15,0.13,5
Coca-Cola Bottle,Beverages,235.04,2025-03-06,0.31,5
Orange Juice,Beverages,124.14,2025-05-31,0.12,12
Lamb Chops,Meat & Seafood,73.45,2025-06-07,0.0,12
Apples,Fresh Produce,148.71,2025-06-11,0.28,2
Mixed Vegetables,Frozen Foods,235.92,2025-05-07,0.19,14
Chicken Breast,Meat & Seafood,64.2,2025-04-14,0.21,7
Orange Juice,Beverages,140.06,2025-06-28,0.23,12
Ice Cream Tub,Frozen Foods,45.48,2025-05-27,0.29,1
Bananas,Fresh Produce,7.71,2025-03-28,0.33,10
Air Freshener,Home Essentials,128.45,2025-04-14,0.2,7
Apples,Fresh Produce,260.17,2025-04-17,0.08,5
Detergent,Home Essentials,226.46,2025-05-11,0.19,11
White Bread,Bakery,77.85,2025-06-23,0.27,13
Tomatoes,Fresh Produce,88.02,2025-02-27,0.19,1
Coca-Cola Bottle,Beverages,149.42,2025-02-12,0.1,9
Mixed Vegetables,Frozen Foods,250.82,2025-06-08,0.14,5
Mixed Vegetables,Frozen Foods,206.94,2025-06-11,0.24,7
Detergent,Home Essentials,240.63,2025-05-17,0.35,15
Salmon Fillet,Meat & Seafood,288.35,2025-07-24,0.18,14
Donuts,Bakery,66.86,2025-06-11,0.36,10
Apples,Fresh Produce,158.66,2025-02-10,0.21,5
Chicken Nuggets,Frozen Foods,284.77,2025-03-12,0.27,10
Bananas,Fresh Produce,51.81,2025-04-19,0.05,1
Detergent,Home Essentials,52.43,2025-06-29,0.17,14
Tomatoes,Fresh Produce,197.05,2025-07-14,0.12,12
Aluminium Foil,Home Essentials,200.6,2025-06-26,0.27,4
Frozen Pizza,Frozen Foods,31.97,2025-02-13,0.11,4
Red Bull,Beverages,84.02,2025-07-01,0.07,11
Detergent,Home Essentials,193.85,2025-07-07,0.19,15
Aluminium Foil,Home Essentials,296.38,2025-06-22,0.26,5
French Fries,Frozen Foods,285.38,2025-04-21,0.23,3
Mop,Home Essentials,72.76,2025-02-28,0.05,4
Croissant,Bakery,249.88,2025-06-08,0.16,14
Pita Bread,Bakery,242.4,2025-03-28,0.22,5
Mixed Vegetables,Frozen Foods,183.3,2025-04-28,0.01,9
Pepsi Can,Beverages,224.23,2025-04-18,0.36,13
Beef Mince,Meat & Seafood,33.83,2025-07-12,0.17,1
Cucumbers,Fresh Produce,193.57,2025-03-02,0.22,1
Lamb Chops,Meat & Seafood,176.47,2025-04-10,0.11,10
Red Bull,Beverages,174.78,2025-05-23,0.39,3
Tissue Box,Home Essentials,241.16,2025-06-24,0.34,1
Croissant,Bakery,95.63,2025-05-22,0.09,9
Tissue Box,Home Essentials,292.58,2025-03-30,0.13,14
Tomatoes,Fresh Produce,176.13,2025-05-12,0.01,8
Frozen Pizza,Frozen Foods,280.94,2025-02-09,0.36,9
Donuts,Bakery,214.0,2025-01-25,0.04,1
Tomatoes,Fresh Produce,117.03,2025-01-23,0.21,9
Mop,Home Essentials,181.89,2025-04-17,0.19,2
Detergent,Home Essentials,296.68,2025-07-16,0.35,6
White Bread,Bakery,181.86,2025-05-03,0.32,15
Chicken Breast,Meat & Seafood,186.34,2025-03-25,0.32,12
Beef Mince,Meat & Seafood,275.41,2025-03-23,0.02,12
Ice Cream Tub,Frozen Foods,155.27,2025-07-02,0.15,15
Salmon Fillet,Meat & Seafood,250.77,2025-07-20,0.36,3
Mop,Home Essentials,100.99,2025-02-14,0.29,5
Cucumbers,Fresh Produce,18.03,2025-02-12,0.21,3
Mop,Home Essentials,11.94,2025-05-24,0.28,4
Ice Cream Tub,Frozen Foods,170.86,2025-07-09,0.08,2
Mixed Vegetables,Frozen Foods,230.63,2025-04-02,0.19,9
Beef Mince,Meat & Seafood,144.81,2025-02-09,0.13,12
Green Tea,Beverages,173.38,2025-04-13,0.37,8
Carrots,Fresh Produce,292.2,2025-02-27,0.19,8
Tissue Box,Home Essentials,121.28,2025-01-23,0.07,14
Chicken Breast,Meat & Seafood,266.71,2025-06-05,0.09,10
Apples,Fresh Produce,221.07,2025-06-30,0.21,13
Chicken Breast,Meat & Seafood,140.91,2025-05-01,0.1,5
Aluminium Foil,Home Essentials,266.13,2025-06-03,0.04,12
Carrots,Fresh Produce,65.73,2025-03-07,0.31,1
Ice Cream Tub,Frozen Foods,141.44,2025-06-04,0.05,6
Salmon Fillet,Meat & Seafood,48.29,2025-05-26,0.4,10
Salmon Fillet,Meat & Seafood,55.55,2025-06-16,0.2,8
Prawns,Meat & Seafood,246.63,2025-03-30,0.06,2
Cucumbers,Fresh Produce,158.67,2025-02-06,0.16,2
Green Tea,Beverages,143.56,2025-03-28,0.13,9
Chocolate Cake,Bakery,222.45,2025-03-29,0.24,9
Salmon Fillet,Meat & Seafood,236.18,2025-02-03,0.1,10
Air Freshener,Home Essentials,41.68,2025-07-10,0.24,8
Coca-Cola Bottle,Beverages,32.46,2025-06-06,0.19,8
Beef Mince,Meat & Seafood,68.26,2025-04-26,0.24,7
Lamb Chops,Meat & Seafood,137.21,2025-02-13,0.4,7
Salmon Fillet,Meat & Seafood,14.85,2025-05-03,0.31,14
Prawns,Meat & Seafood,260.63,2025-06-06,0.34,15
Pepsi Can,Beverages,200.85,2025-07-10,0.3,13
Chicken Breast,Meat & Seafood,204.42,2025-02-08,0.16,4
Cucumbers,Fresh Produce,86.88,2025-06-30,0.05,15
Chocolate Cake,Bakery,222.98,2025-04-15,0.38,5
Tomatoes,Fresh Produce,99.72,2025-02-04,0.08,10
Detergent,Home Essentials,231.2,2025-03-13,0.25,8
Croissant,Bakery,239.95,2025-02-14,0.24,8
Ice Cream Tub,Frozen Foods,120.37,2025-01-26,0.33,5
Orange Juice,Beverages,203.7,2025-05-27,0.1,2
Detergent,Home Essentials,110.56,2025-04-24,0.33,13
Tomatoes,Fresh Produce,219.96,2025-05-04,0.28,11
Mop,Home Essentials,38.11,2025-02-17,0.32,14
Pepsi Can,Beverages,207.84,2025-06-21,0.36,13
Detergent,Home Essentials,152.32,2025-05-30,0.19,5
Chocolate Cake,Bakery,183.34,2025-06-14,0.03,7
White Bread,Bakery,208.01,2025-03-22,0.33,7
French Fries,Frozen Foods,284.03,2025-02-15,0.32,7
Prawns,Meat & Seafood,112.26,2025-03-26,0.04,3
Donuts,Bakery,292.49,2025-05-26,0.03,8
Chocolate Cake,Bakery,237.7,2025-07-22,0.21,6
Apples,Fresh Produce,135.58,2025-07-11,0.11,7
Air Freshener,Home Essentials,11.84,2025-06-06,0.02,10
Pita Bread,Bakery,246.13,2025-05-28,0.04,7
Chicken Breast,Meat & Seafood,193.6,2025-01-23,0.4,1
Red Bull,Beverages,202.69,2025-06-16,0.38,8
Croissant,Bakery,107.29,2025-07-14,0.36,15
Chocolate Cake,Bakery,251.67,2025-03-19,0.35,12
Cucumbers,Fresh Produce,86.15,2025-03-12,0.3,6
Croissant,Bakery,172.15,2025-03-23,0.02,13
Orange Juice,Beverages,13.4,2025-05-29,0.33,6
Air Freshener,Home Essentials,186.43,2025-02-20,0.2,2
Mixed Vegetables,Frozen Foods,125.85,2025-07-20,0.25,4
Chicken Nuggets,Frozen Foods,278.38,2025-06-14,0.37,1
Cucumbers,Fresh Produce,162.73,2025-02-28,0.09,5
French Fries,Frozen Foods,44.22,2025-03-30,0.35,8
Detergent,Home Essentials,295.06,2025-05-05,0.04,7
Air Freshener,Home Essentials,80.08,2025-03-27,0.39,3
Tomatoes,Fresh Produce,188.32,2025-02-24,0.23,15
Air Freshener,Home Essentials,237.57,2025-04-01,0.29,7
Apples,Fresh Produce,270.93,2025-06-07,0.26,3
White Bread,Bakery,144.9,2025-04-21,0.19,14
Green Tea,Beverages,105.73,2025-07-20,0.13,13
Chocolate Cake,Bakery,182.06,2025-03-06,0.18,7
Bananas,Fresh Produce,78.02,2025-05-30,0.29,7
Donuts,Bakery,274.67,2025-05-27,0.28,13
Chocolate Cake,Bakery,148.3,2025-03-17,0.18,8
Beef Mince,Meat & Seafood,111.99,2025-06-21,0.12,7
Green Tea,Beverages,9.7,2025-07-09,0.22,13
Lamb Chops,Meat & Seafood,74.24,2025-06-05,0.26,15
Orange Juice,Beverages,226.94,2025-07-09,0.17,11
Mixed Vegetables,Frozen Foods,59.98,2025-04-07,0.08,9
Carrots,Fresh Produce,182.61,2025-07-04,0.05,5
Bananas,Fresh Produce,280.38,2025-07-16,0.34,8
Lamb Chops,Meat & Seafood,287.86,2025-06-12,0.38,13
Pita Bread,Bakery,77.15,2025-05-01,0.37,7
Pita Bread,Bakery,229.45,2025-03-24,0.14,10
Coca-Cola Bottle,Beverages,152.14,2025-04-19,0.32,8
Coca-Cola Bottle,Beverages,223.39,2025-05-09,0.18,8
Prawns,Meat & Seafood,120.4,2025-03-19,0.19,14
Pepsi Can,Beverages,122.97,2025-04-19,0.02,14
Mop,Home Essentials,174.23,2025-04-11,0.1,8
Aluminium Foil,Home Essentials,95.93,2025-05-19,0.12,4
Chicken Breast,Meat & Seafood,176.37,2025-02-22,0.03,9
Red Bull,Beverages,241.1,2025-04-20,0.35,7
Mixed Vegetables,Frozen Foods,161.15,2025-04-21,0.19,4
Apples,Fresh Produce,279.92,2025-01-23,0.02,1
Salmon Fillet,Meat & Seafood,6.75,2025-05-07,0.04,15
Detergent,Home Essentials,120.61,2025-04-07,0.11,14
Frozen Pizza,Frozen Foods,39.15,2025-01-26,0.4,8
French Fries,Frozen Foods,274.17,2025-06-30,0.22,3
Prawns,Meat & Seafood,201.83,2025-05-10,0.2,12
Tomatoes,Fresh Produce,29.07,2025-03-21,0.16,2
Tissue Box,Home Essentials,247.29,2025-04-22,0.33,2
Salmon Fillet,Meat & Seafood,159.16,2025-02-26,0.32,8
Lamb Chops,Meat & Seafood,94.19,2025-01-30,0.28,13
Coca-Cola Bottle,Beverages,169.73,2025-03-01,0.39,9
Chicken Nuggets,Frozen Foods,22.15,2025-06-28,0.25,6
Carrots,Fresh Produce,28.57,2025-04-05,0.06,11
Green Tea,Beverages,188.16,2025-03-31,0.06,12
Chicken Nuggets,Frozen Foods,246.27,2025-04-29,0.22,2
Aluminium Foil,Home Essentials,48.03,2025-04-08,0.17,15
Croissant,Bakery,199.75,2025-03-31,0.02,6
White Bread,Bakery,256.46,2025-07-15,0.06,15
Chicken Nuggets,Frozen Foods,205.96,2025-05-24,0.34,7
Pepsi Can,Beverages,218.86,2025-05-24,0.37,2
Detergent,Home Essentials,138.23,2025-06-06,0.14,14
Pita Bread,Bakery,254.03,2025-02-01,0.25,3
Pepsi Can,Beverages,225.95,2025-01-30,0.2,8
Air Freshener,Home Essentials,42.87,2025-02-28,0.18,5
Beef Mince,Meat & Seafood,175.5,2025-07-02,0.15,15
Chicken Nuggets,Frozen Foods,183.78,2025-07-03,0.15,8
Ice Cream Tub,Frozen Foods,231.24,2025-02-11,0.07,10
Beef Mince,Meat & Seafood,254.72,2025-06-18,0.06,3
Orange Juice,Beverages,18.41,2025-02-10,0.06,6
Ice Cream Tub,Frozen Foods,214.6,2025-04-11,0.25,14
Mop,Home Essentials,92.23,2025-02-04,0.01,3
Beef Mince,Meat & Seafood,135.02,2025-05-29,0.27,4
Mop,Home Essentials,106.08,2025-05-31,0.08,6
Frozen Pizza,Frozen Foods,186.24,2025-02-04,0.36,2
Donuts,Bakery,155.96,2025-04-11,0.1,1
Carrots,Fresh Produce,120.37,2025-02-24,0.4,9
Green Tea,Beverages,292.57,2025-02-19,0.07,12
Air Freshener,Home Essentials,132.1,2025-06-26,0.22,15
Salmon Fillet,Meat & Seafood,193.7,2025-06-06,0.33,9
Chocolate Cake,Bakery,10.85,2025-05-26,0.22,11
Chicken Breast,Meat & Seafood,179.47,2025-05-13,0.36,9
Red Bull,Beverages,32.59,2025-04-04,0.4,4
Detergent,Home Essentials,186.04,2025-07-21,0.19,13
White Bread,Bakery,30.7,2025-03-19,0.21,8
Orange Juice,Beverages,55.05,2025-06-27,0.35,10
Bananas,Fresh Produce,95.23,2025-07-21,0.06,1
